sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;goldfish-models_lit_latn_1000mb_correct_nll;goldfish-models_lit_latn_1000mb_incorrect_nll;goldfish-models_lit_latn_1000mb_certainty;goldfish-models_lit_latn_1000mb_decision
295.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Laikau reikalinga tai pranešti.;Laikau reikalingu tai pranešti.; ;;vlkk;;6.82438325881958;5.935242176055908;-0.8891410827636719;incorrect
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Jis niekada nebaigdavo tai, kas pradėta.;Jis niekada nebaigdavo pradėto.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;4.960865020751953;5.656165599822998;0.6953005790710449;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nekartokite tai, kas pasakyta.;Nekartokite pasakyto.;;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.886012554168701;5.821145057678223;1.9351325035095215;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Reikia įgyvendinti tai, kas suplanuota.;Reikia įgyvendinti suplanuotą.; ;;ChatGPT;;4.592054843902588;5.999361038208008;1.40730619430542;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nemirtingumas reiškia kažką kita.;Nemirtingumas reiškia kažką kitą.; ;;internet;https://mokslai.lietuviuzodynas.lt/lietuviu-kalba/kalbos-kulturos-taisykliu-savadas;4.408530235290527;4.251864433288574;-0.15666580200195312;incorrect
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Neverskite manęs kartoti tai, kas jau išaiškinta.;Neverskite manęs kartoti išaiškinto.; ;;ChatGPT;;4.599559307098389;5.242648124694824;0.6430888175964355;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šiuo metu būtina atlikti tai, kas pradėta.;Šiuo metu būtina atlikti pradėtą.; ;;ChatGPT;;4.321534156799316;6.017106056213379;1.6955718994140625;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Būtina ištaisyti tai, kas sugadinta.;Būtina ištaisyti sugadintą.; ;;ChatGPT;;4.479735374450684;5.938270092010498;1.4585347175598145;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šį kartą bandykime išbandyti tai, kas pasiūlyta.;Šį kartą bandykime išbandyti pasiūlytą.; ;;ChatGPT;;4.747378349304199;5.527421951293945;0.7800436019897461;correct
296.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Remiantis tuo, kas išdėstyta, daroma išvada.;Remiantis išdėstytu, daroma išvada.; ;;vlkk;;2.838866710662842;4.168876647949219;1.330009937286377;correct
297.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dabar teatre pertrauka tarp dvejų gastrolių.;Dabar teatre pertrauka tarp dviejų gastrolių.; ;;vlkk;;6.169544696807861;5.603618621826172;-0.5659260749816895;incorrect
298.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dalyvavo trejose varžybose.;Dalyvavo trijose varžybose.; ;;vlkk;;5.292264461517334;6.419961452484131;1.1276969909667969;correct
299.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Spinta su ketveriomis durimis.;Spinta su keturiomis durimis.; ;;vlkk;;4.815423011779785;4.065817832946777;-0.7496051788330078;incorrect
300.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dvidešimt septynerios staklės pakeistos naujomis.;Dvidešimt septynios staklės pakeistos naujomis.; ;;vlkk;;6.425222873687744;6.73319673538208;0.30797386169433594;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Per savaitę atlikome dvejose užduotyse nurodytas korekcijas.;Per savaitę atlikome dviejose užduotyse nurodytas korekcijas.; ;;ChatGPT;;4.6426897048950195;5.256418228149414;0.6137285232543945;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Kelionėje apsistojome trejose nakvynės vietose.;Kelionėje apsistojome trijose nakvynės vietose.; ;;ChatGPT;;4.167611598968506;4.240610122680664;0.0729985237121582;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Susitikime aptarėme dvejose prezentacijose išdėstytas idėjas.;Susitikime aptarėme dviejose prezentacijose išdėstytas idėjas.; ;;ChatGPT;;4.377174377441406;4.694179534912109;0.3170051574707031;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Konferencijoje dalyvavome trejose diskusijose apie tą pačią temą.;Konferencijoje dalyvavome trijose diskusijose apie tą pačią temą.; ;;ChatGPT;;3.7903175354003906;3.998588800430298;0.20827126502990723;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Mokytojas rekomendavo perskaityti tekstus iš dvejų knygų.;Mokytojas rekomendavo perskaityti tekstus iš dviejų knygų.; ;;ChatGPT;;5.992609024047852;5.909276962280273;-0.08333206176757812;incorrect
301.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Laimėjome abejas rungtynes.;Laimėjome abi rungtynes.; ;;vlkk;;5.3400092124938965;5.342060565948486;0.0020513534545898438;correct
302.0;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Ketvirtasis dešimtmetis buvo kūrybiškiausias rašytojo gyvenimo dešimtmetis.;Trisdešimtieji buvo kūrybiškiausias rašytojo gyvenimo dešimtmetis.; ;;vlkk;;4.309574604034424;4.916412353515625;0.6068377494812012;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Patinka jums tai ar ne, bet devintojo dešimtmečio mada grįžo su trenksmu.;Patinka jums tai ar ne, bet aštuoniasdešimtųjų mada grįžo su trenksmu.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;3.7381601333618164;4.110474586486816;0.372314453125;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Panevėžyje naktį iš sekmadienio į pirmadienį užfiksuotas įvykis, tarsi perkeltas iš dešimtojo dešimtmečio į mūsų dienas.;Panevėžyje naktį iš sekmadienio į pirmadienį užfiksuotas įvykis, tarsi perkeltas iš devyniasdešimtųjų į mūsų dienas.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;4.613652229309082;4.772404193878174;0.1587519645690918;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Tie, kurie augo kartu su septintojo dešimtmečio karta, turbūt ne kartą buvo užgauliojami tėvų dėl maištingo stiliaus.;Tie, kurie augo kartu su šešiasdešimtųjų karta, turbūt ne kartą buvo užgauliojami tėvų dėl maištingo stiliaus.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;3.7237815856933594;4.092338562011719;0.3685569763183594;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Literatūros istorikai dažnai analizuoja penktojo dešimtmečio kūrinius.;Literatūros istorikai dažnai analizuoja keturiasdešimtųjų kūrinius.; ;;ChatGPT;;4.7789716720581055;5.57749080657959;0.7985191345214844;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Kino kritikai prisimena šeštojo dešimtmečio režisierius.;Kino kritikai prisimena penkiasdešimtųjų režisierius.; ;;ChatGPT;;5.716575622558594;6.970831871032715;1.254256248474121;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Politikos apžvalgininkai lygina aštuntojo dešimtmečio sprendimus su dabartimi.;Politikos apžvalgininkai lygina septyniasdešimtųjų sprendimus su dabartimi.; ;;ChatGPT;;4.6523237228393555;5.616434097290039;0.9641103744506836;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Aštuntajame dešimtmetyje literatūrinė spauda keitėsi sparčiai.;Septyniasdešimtųjų literatūrinė spauda keitėsi sparčiai.; ;;ChatGPT;;5.159866809844971;5.827034950256348;0.667168140411377;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Dešimtąjame dešimtmetyje muzikos stilius buvo revoliucingas.;Devyniasdešimtųjų muzikos stilius buvo revoliucingas.; ;;ChatGPT;;4.643853664398193;4.704590320587158;0.060736656188964844;correct
303.0;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Aštuntojo dešimtmečio jaunimas.;Septyniadešimtųjų metų jaunimas.; ;;vlkk;;5.516447067260742;5.443152904510498;-0.07329416275024414;incorrect
304.0;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu kalbėsime tiksliau, sugaištas ištisas mėnuo.;Jeigu kalbėti tiksliau, sugaištas ištisas mėnuo.; ;;vlkk;;6.4790191650390625;6.166645050048828;-0.3123741149902344;incorrect
305.0;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Ši sesija labai ilga, jeigu lyginsime su ankstesnėmis. ;Ši sesija labai ilga, jeigu lyginti su ankstesnėmis. ; ;;vlkk;;4.975532531738281;5.474654197692871;0.49912166595458984;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu užsiimsime tokiais ieškiniais, tai iš teismų neišeisime.;Jeigu užsiimti tokiais ieškiniais, tai iš teismų neišeisime.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6873-jeigu-su-bendratimi;4.426712989807129;5.190724849700928;0.7640118598937988;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu spręsime iš ataskaitų, tai nusikalstamumas ėmė mažėti.;Jeigu spręsti iš ataskaitų, tai nusikalstamumas ėmė mažėti.; ;;vlkk - extra;https://vlkk.lt/konsultacijos/6873-jeigu-su-bendratimi;5.00010347366333;5.325315475463867;0.3252120018005371;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu sieksime aukštų rezultatų, turėsime daug stengtis.;Jeigu siekti aukštų rezultatų, turėsime daug stengtis.; ;;ChatGPT;;4.9744744300842285;5.5682220458984375;0.593747615814209;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Šis projektas bus sėkmingas, jeigu laikysimės numatyto plano.;Šis projektas bus sėkmingas, jeigu laikytis numatyto plano.; ;;ChatGPT;;3.8641157150268555;4.445602893829346;0.5814871788024902;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jei gėlių nepamerksime, jos nuvys.;Jei gėlių nepamerkti, jos nuvys.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;4.391834735870361;4.7544264793396;0.3625917434692383;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jei sakysime tiesą, jie nelabai ir stengėsi.;Jei sakyti tiesą, jie nelabai ir stengėsi.; ;;internet;https://www.nsa.smsm.lt/wp-content/uploads/2025/07/VERTINIMO-GAIRES-2022-koreguotos.pdf;5.19169807434082;5.489482879638672;0.29778480529785156;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu pritaikysime naujas technologijas, rezultatai bus greitesni.;Jeigu pritaikyti naujas technologijas, rezultatai bus greitesni.; ;;ChatGPT;;4.566499710083008;5.498055458068848;0.9315557479858398;correct
;3;Use of Forms;20;5.4 Infinitive;1;5.4.1 The infinitive should not be used with the conjunction jei/jeigu to express a condition.;1;;Jeigu aptarsime finansinius klausimus dabar, vėliau bus ramiau.;Jeigu aptarti finansinius klausimus dabar, vėliau bus ramiau.; ;;ChatGPT;;5.907003402709961;5.7788920402526855;-0.1281113624572754;incorrect
