sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;Qwen_Qwen3-32B_correct_nll;Qwen_Qwen3-32B_incorrect_nll;Qwen_Qwen3-32B_certainty;Qwen_Qwen3-32B_decision
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tirpalo dalys sujungiamos proporcija keturi su vienuolika.;Tirpalo dalys sujungiamos proporcija keturi prie vienuolikos.; ;;ChatGPT;;4.894389629364014;4.074308395385742;-0.8200812339782715;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sultys paruoštos maišant koncentratą santykiu vienas su dešimt.;Sultys paruoštos maišant koncentratą santykiu vienas prie dešimties.; ;;ChatGPT;;4.3333964347839355;4.000261306762695;-0.33313512802124023;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt su vienu.;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt prie vieno.; ;;ChatGPT;;2.176056146621704;1.8768149614334106;-0.29924118518829346;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Produktai maišomi dalimis penki su septyniais, kad gautųsi tinkama tekstūra.;Produktai maišomi dalimis penki prie septynių, kad gautųsi tinkama tekstūra.; ;;ChatGPT;;3.2170426845550537;3.3354456424713135;0.11840295791625977;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Naujas valiutos kursas nustatytas santykiu vienas su aštuoniais.;Naujas valiutos kursas nustatytas santykiu vienas prie aštuonių.; ;;ChatGPT;;2.9125585556030273;2.719179630279541;-0.19337892532348633;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi su šešiais.;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi prie šešių.; ;;ChatGPT;;3.2002904415130615;3.1297805309295654;-0.0705099105834961;incorrect
275.0;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Pinigai bus keičiami santykiu vienas už šimtą.;Pinigai bus keičiami santykiu vienas prie šimto.; ;;vlkk;;3.848193645477295;3.791973829269409;-0.05621981620788574;incorrect
276.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Teko atsiprašyti draugą.;Teko atsiprašyti prieš draugą.; ;;vlkk;;5.413060665130615;4.144882678985596;-1.2681779861450195;incorrect
277.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Kaktusai atsparūs sausroms.;Kaktusai atsparūs prieš sausras.; ;;vlkk;;4.481015205383301;3.669555187225342;-0.811460018157959;incorrect
278.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Ginsimės nuo visų, kurie mus puls.;Ginsimės prieš visus, kurie mus puls.; ;;vlkk;;5.440809726715088;4.619724273681641;-0.8210854530334473;incorrect
279.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis ilgai jautė neapykantą tikram broliui.;Jis ilgai jautė neapykantą prieš tikrą brolį.; ;;vlkk;;3.717303514480591;2.9557294845581055;-0.7615740299224854;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Vaikai atsiprašo mokytojos, kad triukšmavo per pamoką.;Vaikai atsiprašo prieš mokytoją, kad triukšmavo per pamoką.; ;;ChatGPT;;2.489511013031006;2.5930678844451904;0.10355687141418457;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Ši medžiaga atspari rūdims.;Ši medžiaga atspari prieš rūdis.; ;;ChatGPT;;4.307551860809326;3.621244192123413;-0.6863076686859131;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Sportininkas gynėsi nuo stipraus varžovo smūgių.;Sportininkas gynėsi prieš stipraus varžovo smūgius.; ;;ChatGPT;;2.818934917449951;3.0429251194000244;0.22399020195007324;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą jam.;Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą prieš jį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;4.283261775970459;3.9976084232330322;-0.28565335273742676;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis jautė neapykantą savo buvusiai vadovei.;Jis jautė neapykantą prieš savo buvusią vadovę.; ;;ChatGPT;;3.124285936355591;2.9456217288970947;-0.1786642074584961;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Mažvydui buvo svarbesnė pareiga tėvynei negu tikėjimui.;Mažvydui buvo svarbesnė pareiga prieš tėvynę negu prieš tikėjimą.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;3.083735227584839;2.538402795791626;-0.5453324317932129;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jis jaučia pareigą savo šeimai ir bendruomenei.;Jis jaučia pareigą prieš savo šeimą ir bendruomenę.; ;;ChatGPT;;2.3969578742980957;2.8434760570526123;0.4465181827545166;correct
280.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jaučia pareigą tėvams.;Jaučia pareigą prieš tėvus.; ;;vlkk;;4.824673652648926;3.8203792572021484;-1.0042943954467773;incorrect
281.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Rezoliucijos projektą siūloma priimti kaip pagrindą.;Rezoliucijos projektą siūloma priimti už pagrindą.; ;;vlkk;;3.5923004150390625;3.4993574619293213;-0.09294295310974121;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Šis mokslinis tiriamasis darbas ir jo pagrindu paregta disertacija yra reikšmingas įnašas.;Šis mokslinis tiriamasis darbas ir už jo pagrindą paregta disertacija yra reikšmingas įnašas.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.3811144828796387;2.535447597503662;0.15433311462402344;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Žaidžiu Anykščių „Šarūno“ vyrų komandoje.;Žaidžiu už Anykščių „Šarūno“ vyrų komandą.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.6673898696899414;2.488617181777954;-0.1787726879119873;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Tiesa, juokų prikrėsdavome, ypač kai žaidėme Lietuvos rinktinėje.;Tiesa, juokų prikrėsdavome, ypač kai žaidėme už Lietuvos rinktinę.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.8141937255859375;2.7889866828918457;-0.025207042694091797;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Komitetas siūlo šį dokumentą laikyti pagrindu tolesnėms deryboms.;Komitetas siūlo šį dokumentą laikyti už pagrindą tolesnėms deryboms.; ;;ChatGPT;;2.2562668323516846;2.4378950595855713;0.18162822723388672;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ataskaitą rekomenduojama imti kaip pagrindą rengiant naujas gaires.;Ataskaitą rekomenduojama imti už pagrindą rengiant naujas gaires.; ;;ChatGPT;;2.447615146636963;2.6819989681243896;0.23438382148742676;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ekspertų išvadas siūloma naudoti kaip pagrindą kuriant metodiką.;Ekspertų išvadas siūloma naudoti už pagrindą kuriant metodiką.; ;;ChatGPT;;2.1582391262054443;2.4700214862823486;0.3117823600769043;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jaunimo komandoje žaidžiau du sezonus, kol perėjau į profesionalų lygą.;Už jaunimo komandą žaidžiau du sezonus, kol perėjau į profesionalų lygą.; ;;ChatGPT;;2.5928988456726074;3.030017614364624;0.4371187686920166;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Po traumos grįžęs sportininkas vėl žaidžia pagrindinėje miesto komandoje.;Po traumos grįžęs sportininkas vėl žaidžia už pagrindinę miesto komandą.; ;;ChatGPT;;2.5189788341522217;2.4354043006896973;-0.08357453346252441;incorrect
282.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jis žaidžia „Neptūno“ komandoje.;Jis žaidžia už „Neptūno“ komandą.; ;;vlkk;;4.452906131744385;3.4520843029022217;-1.000821828842163;incorrect
283.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Architektė Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.;Architektas Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.; ;Created a full sentence by looking at the corpus.;vlkk;;3.205396890640259;3.606311321258545;0.40091443061828613;correct
284.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Advokatė Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.;Advokatas Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.; ;Created a full sentence by looking at the corpus.;vlkk;;2.931286573410034;3.705385684967041;0.7740991115570068;correct
285.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Direktorė Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.;Direktorius Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.; ;Created a full sentence by looking at the corpus.;vlkk;;2.4275076389312744;2.6562700271606445;0.22876238822937012;correct
286.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Lygiai prieš metus profesorė Nakienė vedė ritmikos ir solfedžio seminarus.;Lygiai prieš metus profesorius Nakienė vedė ritmikos ir solfedžio seminarus. ; ;Created a full sentence by looking at the corpus.;vlkk;;4.089897632598877;4.149932861328125;0.06003522872924805;correct
287.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Kupiškyje lankėsi socialinės apsaugos ir darbo ministrė Rudienė.;Kupiškyje lankėsi socialinės apsaugos ir darbo ministras Rudienė.; ;Created a full sentence by looking at the corpus.;vlkk;;3.11350679397583;3.104196548461914;-0.009310245513916016;incorrect
288.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Viršaitė Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.;Viršaitis Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.; ;Created a full sentence by looking at the corpus.;vlkk;;2.431973934173584;2.453991174697876;0.022017240524291992;correct
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Literatūros kritikė Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.;Literatūros kritikas Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.; ;;ChatGPT;;1.9557487964630127;1.8022030591964722;-0.15354573726654053;incorrect
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Klinikos vedėja Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.;Klinikos vedėjas Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.; ;;ChatGPT;;2.179729700088501;2.2008767127990723;0.02114701271057129;correct
289.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Absolventei Rutkutei įteiktas chemijos dėstytojo diplomas.;Absolventei Rutkutei įteiktas chemijos dėstytojos diplomas.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;3.9215011596679688;3.9330639839172363;0.011562824249267578;correct
290.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Profesorė Dainienė turi habilituoto mokslų daktaro laipsnį.;Profesorė Dainienė turi habilituotos mokslų daktarės laipsnį.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;3.1247684955596924;3.0934011936187744;-0.03136730194091797;incorrect
291.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Šiandien yra spalio antra. ;Šiandien yra spalio antro. ; ;Deleted one of the sentences, made one of them full.;vlkk;;3.7718112468719482;3.8703415393829346;0.09853029251098633;correct
292.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Pensijas mokės lapkričio devintą.;Pensijas mokės lapkričio devinto.; ;;vlkk;;3.824678421020508;4.948115348815918;1.1234369277954102;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Ji atidavė Dievui sielą gruodžio mėnesio tryliktą.;Ji atidavė Dievui sielą gruodžio mėnesio trylikto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.06436824798584;3.197404623031616;0.13303637504577637;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Egiptietis vėl turės stoti prieš teismą kovo aštuntą.;Egiptietis vėl turės stoti prieš teismą kovo aštunto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;3.3580267429351807;3.6091206073760986;0.25109386444091797;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Sutartį planuojame pasirašyti sausio penktą, jei juristai suspės atlikti patikrą.;Sutartį planuojame pasirašyti sausio penkto, jei juristai suspės atlikti patikrą.; ;;ChatGPT;;2.4677228927612305;2.6763455867767334;0.20862269401550293;correct
