sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;utter-project_EuroLLM-1.7B_correct_nll;utter-project_EuroLLM-1.7B_incorrect_nll;utter-project_EuroLLM-1.7B_certainty;utter-project_EuroLLM-1.7B_decision
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Po traumos grįžęs sportininkas vėl žaidžia pagrindinėje miesto komandoje.;Po traumos grįžęs sportininkas vėl žaidžia už pagrindinę miesto komandą.; ;;ChatGPT;;4.448800086975098;4.497277736663818;0.0484776496887207;correct
282.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jis žaidžia „Neptūno“ komandoje.;Jis žaidžia už „Neptūno“ komandą.; ;;vlkk;;3.0129873752593994;3.261746883392334;0.24875950813293457;correct
283.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Architektė Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.;Architektas Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.; ;Created a full sentence by looking at the corpus.;vlkk;;3.8034965991973877;4.067180633544922;0.2636840343475342;correct
284.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Advokatė Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.;Advokatas Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.; ;Created a full sentence by looking at the corpus.;vlkk;;4.393597602844238;4.55234432220459;0.15874671936035156;correct
285.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Direktorė Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.;Direktorius Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.; ;Created a full sentence by looking at the corpus.;vlkk;;3.2687952518463135;3.4205570220947266;0.15176177024841309;correct
286.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Lygiai prieš metus profesorė Nakienė vedė ritmikos ir solfedžio seminarus.;Lygiai prieš metus profesorius Nakienė vedė ritmikos ir solfedžio seminarus. ; ;Created a full sentence by looking at the corpus.;vlkk;;4.5581278800964355;4.673150062561035;0.11502218246459961;correct
287.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Kupiškyje lankėsi socialinės apsaugos ir darbo ministrė Rudienė.;Kupiškyje lankėsi socialinės apsaugos ir darbo ministras Rudienė.; ;Created a full sentence by looking at the corpus.;vlkk;;4.685586929321289;4.728572845458984;0.04298591613769531;correct
288.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Viršaitė Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.;Viršaitis Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.; ;Created a full sentence by looking at the corpus.;vlkk;;3.085124969482422;3.3413376808166504;0.2562127113342285;correct
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Literatūros kritikė Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.;Literatūros kritikas Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.; ;;ChatGPT;;3.485816478729248;3.510039806365967;0.02422332763671875;correct
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Klinikos vedėja Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.;Klinikos vedėjas Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.; ;;ChatGPT;;3.2795050144195557;3.3879828453063965;0.10847783088684082;correct
289.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Absolventei Rutkutei įteiktas chemijos dėstytojo diplomas.;Absolventei Rutkutei įteiktas chemijos dėstytojos diplomas.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;4.544978618621826;4.76116418838501;0.2161855697631836;correct
290.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Profesorė Dainienė turi habilituoto mokslų daktaro laipsnį.;Profesorė Dainienė turi habilituotos mokslų daktarės laipsnį.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;4.524272441864014;4.209618091583252;-0.3146543502807617;incorrect
291.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Šiandien yra spalio antra. ;Šiandien yra spalio antro. ; ;Deleted one of the sentences, made one of them full.;vlkk;;5.159397125244141;5.897269248962402;0.7378721237182617;correct
292.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Pensijas mokės lapkričio devintą.;Pensijas mokės lapkričio devinto.; ;;vlkk;;8.12044620513916;7.550044536590576;-0.570401668548584;incorrect
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Ji atidavė Dievui sielą gruodžio mėnesio tryliktą.;Ji atidavė Dievui sielą gruodžio mėnesio trylikto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.630211353302002;5.064980983734131;0.4347696304321289;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Egiptietis vėl turės stoti prieš teismą kovo aštuntą.;Egiptietis vėl turės stoti prieš teismą kovo aštunto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;4.917477607727051;5.536984443664551;0.6195068359375;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Sutartį planuojame pasirašyti sausio penktą, jei juristai suspės atlikti patikrą.;Sutartį planuojame pasirašyti sausio penkto, jei juristai suspės atlikti patikrą.; ;;ChatGPT;;4.938997745513916;4.9798078536987305;0.04081010818481445;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Į naują biurą persikelsime gegužės šešioliktą, kad kuo mažiau trukdytume darbų eigai.;Į naują biurą persikelsime gegužės šešiolikto, kad kuo mažiau trukdytume darbų eigai.; ;;ChatGPT;;3.003535032272339;3.3520288467407227;0.3484938144683838;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Konferencija prasidės rugsėjo dvidešimt antrą, o pranešimus reikės pateikti iš anksto.;Konferencija prasidės rugsėjo dvidešimt antro, o pranešimus reikės pateikti iš anksto.; ;;ChatGPT;;3.036310911178589;3.232903242111206;0.1965923309326172;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Vaikai į ekskursiją išvyksta balandžio keturioliktą, todėl tėvai turi pasirūpinti leidimais.;Vaikai į ekskursiją išvyksta balandžio keturiolikto, todėl tėvai turi pasirūpinti leidimais.; ;;ChatGPT;;3.256798267364502;3.599594831466675;0.34279656410217285;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Naujoji paroda muziejuje atidaroma liepos dvidešimt penktą ir truks visą vasarą.;Naujoji paroda muziejuje atidaroma liepos dvidešimt penkto ir truks visą vasarą.; ;;ChatGPT;;2.9396443367004395;3.3886492252349854;0.4490048885345459;correct
293.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Atostogausiu nuo liepos penkioliktos.;Atostogausiu nuo liepos penkiolikto.; ;;vlkk;;6.021217346191406;6.51921272277832;0.49799537658691406;correct
294.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Bandoma pasiekti nepasiekiama.;Bandoma pasiekti nepasiekiamą.; ;;vlkk;;6.147017002105713;5.789117813110352;-0.35789918899536133;incorrect
295.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Laikau reikalinga tai pranešti.;Laikau reikalingu tai pranešti.; ;;vlkk;;5.422337055206299;6.810780048370361;1.3884429931640625;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Jis niekada nebaigdavo tai, kas pradėta.;Jis niekada nebaigdavo pradėto.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;3.902122735977173;4.734013080596924;0.831890344619751;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nekartokite tai, kas pasakyta.;Nekartokite pasakyto.;;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;5.974290370941162;7.572281837463379;1.5979914665222168;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Reikia įgyvendinti tai, kas suplanuota.;Reikia įgyvendinti suplanuotą.; ;;ChatGPT;;4.094913005828857;5.482966899871826;1.3880538940429688;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nemirtingumas reiškia kažką kita.;Nemirtingumas reiškia kažką kitą.; ;;internet;https://mokslai.lietuviuzodynas.lt/lietuviu-kalba/kalbos-kulturos-taisykliu-savadas;7.053371906280518;6.629983425140381;-0.4233884811401367;incorrect
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Neverskite manęs kartoti tai, kas jau išaiškinta.;Neverskite manęs kartoti išaiškinto.; ;;ChatGPT;;4.900880336761475;6.897519588470459;1.9966392517089844;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šiuo metu būtina atlikti tai, kas pradėta.;Šiuo metu būtina atlikti pradėtą.; ;;ChatGPT;;4.231637001037598;5.791710376739502;1.5600733757019043;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Būtina ištaisyti tai, kas sugadinta.;Būtina ištaisyti sugadintą.; ;;ChatGPT;;2.8633241653442383;3.64078688621521;0.7774627208709717;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šį kartą bandykime išbandyti tai, kas pasiūlyta.;Šį kartą bandykime išbandyti pasiūlytą.; ;;ChatGPT;;3.8408596515655518;3.921567678451538;0.08070802688598633;correct
296.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Remiantis tuo, kas išdėstyta, daroma išvada.;Remiantis išdėstytu, daroma išvada.; ;;vlkk;;3.0414109230041504;3.6934168338775635;0.6520059108734131;correct
297.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dabar teatre pertrauka tarp dvejų gastrolių.;Dabar teatre pertrauka tarp dviejų gastrolių.; ;;vlkk;;6.210064888000488;5.8156609535217285;-0.39440393447875977;incorrect
298.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dalyvavo trejose varžybose.;Dalyvavo trijose varžybose.; ;;vlkk;;5.420137882232666;4.712858200073242;-0.7072796821594238;incorrect
299.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Spinta su ketveriomis durimis.;Spinta su keturiomis durimis.; ;;vlkk;;7.632684707641602;6.7650146484375;-0.8676700592041016;incorrect
300.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dvidešimt septynerios staklės pakeistos naujomis.;Dvidešimt septynios staklės pakeistos naujomis.; ;;vlkk;;4.847002983093262;4.832310676574707;-0.014692306518554688;incorrect
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Per savaitę atlikome dvejose užduotyse nurodytas korekcijas.;Per savaitę atlikome dviejose užduotyse nurodytas korekcijas.; ;;ChatGPT;;4.068795204162598;4.224095821380615;0.15530061721801758;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Kelionėje apsistojome trejose nakvynės vietose.;Kelionėje apsistojome trijose nakvynės vietose.; ;;ChatGPT;;3.697519302368164;3.454681396484375;-0.24283790588378906;incorrect
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Susitikime aptarėme dvejose prezentacijose išdėstytas idėjas.;Susitikime aptarėme dviejose prezentacijose išdėstytas idėjas.; ;;ChatGPT;;3.8282361030578613;3.569659471511841;-0.2585766315460205;incorrect
