sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;neurotechnology_Lt-Llama-2-13b-instruct-hf_correct_nll;neurotechnology_Lt-Llama-2-13b-instruct-hf_incorrect_nll;neurotechnology_Lt-Llama-2-13b-instruct-hf_certainty;neurotechnology_Lt-Llama-2-13b-instruct-hf_decision
289.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Absolventei Rutkutei įteiktas chemijos dėstytojo diplomas.;Absolventei Rutkutei įteiktas chemijos dėstytojos diplomas.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;3.2623705863952637;3.2230842113494873;-0.03928637504577637;incorrect
290.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Profesorė Dainienė turi habilituoto mokslų daktaro laipsnį.;Profesorė Dainienė turi habilituotos mokslų daktarės laipsnį.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;2.8230912685394287;2.6273040771484375;-0.1957871913909912;incorrect
291.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Šiandien yra spalio antra. ;Šiandien yra spalio antro. ; ;Deleted one of the sentences, made one of them full.;vlkk;;3.4954919815063477;3.9049670696258545;0.40947508811950684;correct
292.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Pensijas mokės lapkričio devintą.;Pensijas mokės lapkričio devinto.; ;;vlkk;;3.105942726135254;4.352810859680176;1.2468681335449219;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Ji atidavė Dievui sielą gruodžio mėnesio tryliktą.;Ji atidavė Dievui sielą gruodžio mėnesio trylikto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.819873094558716;3.1412360668182373;0.3213629722595215;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Egiptietis vėl turės stoti prieš teismą kovo aštuntą.;Egiptietis vėl turės stoti prieš teismą kovo aštunto.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;2.6332850456237793;2.9240634441375732;0.29077839851379395;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Sutartį planuojame pasirašyti sausio penktą, jei juristai suspės atlikti patikrą.;Sutartį planuojame pasirašyti sausio penkto, jei juristai suspės atlikti patikrą.; ;;ChatGPT;;2.2430405616760254;2.406608819961548;0.16356825828552246;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Į naują biurą persikelsime gegužės šešioliktą, kad kuo mažiau trukdytume darbų eigai.;Į naują biurą persikelsime gegužės šešiolikto, kad kuo mažiau trukdytume darbų eigai.; ;;ChatGPT;;2.0231339931488037;2.419312000274658;0.3961780071258545;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Konferencija prasidės rugsėjo dvidešimt antrą, o pranešimus reikės pateikti iš anksto.;Konferencija prasidės rugsėjo dvidešimt antro, o pranešimus reikės pateikti iš anksto.; ;;ChatGPT;;2.0736496448516846;2.207825183868408;0.13417553901672363;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Vaikai į ekskursiją išvyksta balandžio keturioliktą, todėl tėvai turi pasirūpinti leidimais.;Vaikai į ekskursiją išvyksta balandžio keturiolikto, todėl tėvai turi pasirūpinti leidimais.; ;;ChatGPT;;1.8457015752792358;1.9040262699127197;0.05832469463348389;correct
;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Naujoji paroda muziejuje atidaroma liepos dvidešimt penktą ir truks visą vasarą.;Naujoji paroda muziejuje atidaroma liepos dvidešimt penkto ir truks visą vasarą.; ;;ChatGPT;;2.783775568008423;2.5246951580047607;-0.2590804100036621;incorrect
293.0;3;Use of Forms;17;5.1 Gender forms;2;5.1.2 The masculine genitive forms of ordinal numerals and of the pronoun kelintas, -a must not be used to denote the day of the month.;1;;Atostogausiu nuo liepos penkioliktos.;Atostogausiu nuo liepos penkiolikto.; ;;vlkk;;3.49015474319458;3.7382378578186035;0.24808311462402344;correct
294.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Bandoma pasiekti nepasiekiama.;Bandoma pasiekti nepasiekiamą.; ;;vlkk;;3.0051867961883545;3.2788851261138916;0.2736983299255371;correct
295.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Laikau reikalinga tai pranešti.;Laikau reikalingu tai pranešti.; ;;vlkk;;3.561372995376587;3.8814492225646973;0.32007622718811035;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Jis niekada nebaigdavo tai, kas pradėta.;Jis niekada nebaigdavo pradėto.; ;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.2711243629455566;2.775352954864502;0.5042285919189453;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nekartokite tai, kas pasakyta.;Nekartokite pasakyto.;;;internet;https://alytus.lt/uploads/documents/files/LT/savivaldybes-administracija/administracine-informacija/kalbos%20taisyklingumas/Administracinės%20kalbos%20atmintinė%202019%2002%2018.pdf;2.6431171894073486;3.775883913040161;1.1327667236328125;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Reikia įgyvendinti tai, kas suplanuota.;Reikia įgyvendinti suplanuotą.; ;;ChatGPT;;1.9292666912078857;2.7665417194366455;0.8372750282287598;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Nemirtingumas reiškia kažką kita.;Nemirtingumas reiškia kažką kitą.; ;;internet;https://mokslai.lietuviuzodynas.lt/lietuviu-kalba/kalbos-kulturos-taisykliu-savadas;3.0275094509124756;2.9186577796936035;-0.10885167121887207;incorrect
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Neverskite manęs kartoti tai, kas jau išaiškinta.;Neverskite manęs kartoti išaiškinto.; ;;ChatGPT;;1.9605157375335693;3.02945876121521;1.0689430236816406;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šiuo metu būtina atlikti tai, kas pradėta.;Šiuo metu būtina atlikti pradėtą.; ;;ChatGPT;;1.7745997905731201;2.550504207611084;0.7759044170379639;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Būtina ištaisyti tai, kas sugadinta.;Būtina ištaisyti sugadintą.; ;;ChatGPT;;2.116208076477051;2.9370386600494385;0.8208305835723877;correct
;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Šį kartą bandykime išbandyti tai, kas pasiūlyta.;Šį kartą bandykime išbandyti pasiūlytą.; ;;ChatGPT;;2.0093467235565186;2.621220111846924;0.6118733882904053;correct
296.0;3;Use of Forms;17;5.1 Gender forms;3;5.1.3 The masculine accusative and instrumental forms of adjectives and of participles used with adjectival meaning are not to be used in the so-called “indefinite gender” meaning.;1;;Remiantis tuo, kas išdėstyta, daroma išvada.;Remiantis išdėstytu, daroma išvada.; ;;vlkk;;2.1369011402130127;3.1665639877319336;1.029662847518921;correct
297.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dabar teatre pertrauka tarp dvejų gastrolių.;Dabar teatre pertrauka tarp dviejų gastrolių.; ;;vlkk;;3.4897937774658203;3.4023189544677734;-0.08747482299804688;incorrect
298.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dalyvavo trejose varžybose.;Dalyvavo trijose varžybose.; ;;vlkk;;3.5631814002990723;3.6193296909332275;0.05614829063415527;correct
299.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Spinta su ketveriomis durimis.;Spinta su keturiomis durimis.; ;;vlkk;;3.993453025817871;3.7411346435546875;-0.2523183822631836;incorrect
300.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Dvidešimt septynerios staklės pakeistos naujomis.;Dvidešimt septynios staklės pakeistos naujomis.; ;;vlkk;;2.4302549362182617;2.881531238555908;0.4512763023376465;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Per savaitę atlikome dvejose užduotyse nurodytas korekcijas.;Per savaitę atlikome dviejose užduotyse nurodytas korekcijas.; ;;ChatGPT;;2.2476119995117188;2.3087573051452637;0.06114530563354492;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Kelionėje apsistojome trejose nakvynės vietose.;Kelionėje apsistojome trijose nakvynės vietose.; ;;ChatGPT;;2.528122663497925;2.307103395462036;-0.22101926803588867;incorrect
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Susitikime aptarėme dvejose prezentacijose išdėstytas idėjas.;Susitikime aptarėme dviejose prezentacijose išdėstytas idėjas.; ;;ChatGPT;;2.0631890296936035;2.088512897491455;0.025323867797851562;correct
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Konferencijoje dalyvavome trejose diskusijose apie tą pačią temą.;Konferencijoje dalyvavome trijose diskusijose apie tą pačią temą.; ;;ChatGPT;;2.2732455730438232;2.0552124977111816;-0.2180330753326416;incorrect
;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Mokytojas rekomendavo perskaityti tekstus iš dvejų knygų.;Mokytojas rekomendavo perskaityti tekstus iš dviejų knygų.; ;;ChatGPT;;2.2035017013549805;2.551861524581909;0.3483598232269287;correct
301.0;3;Use of Forms;18;5.2 Abu, abi;1;5.2.1 The basic quantitative numeral forms from 2 to 9 and the pronoun abu, abi are not to be used with plural-only nouns (nouns that exist only in the plural).;1;;Laimėjome abejas rungtynes.;Laimėjome abi rungtynes.; ;;vlkk;;3.7325377464294434;4.093288898468018;0.3607511520385742;correct
302.0;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Ketvirtasis dešimtmetis buvo kūrybiškiausias rašytojo gyvenimo dešimtmetis.;Trisdešimtieji buvo kūrybiškiausias rašytojo gyvenimo dešimtmetis.; ;;vlkk;;1.3795359134674072;1.4840911626815796;0.10455524921417236;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Patinka jums tai ar ne, bet devintojo dešimtmečio mada grįžo su trenksmu.;Patinka jums tai ar ne, bet aštuoniasdešimtųjų mada grįžo su trenksmu.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;1.5038433074951172;1.4372246265411377;-0.06661868095397949;incorrect
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Panevėžyje naktį iš sekmadienio į pirmadienį užfiksuotas įvykis, tarsi perkeltas iš dešimtojo dešimtmečio į mūsų dienas.;Panevėžyje naktį iš sekmadienio į pirmadienį užfiksuotas įvykis, tarsi perkeltas iš devyniasdešimtųjų į mūsų dienas.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;1.2263742685317993;1.290642499923706;0.06426823139190674;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Tie, kurie augo kartu su septintojo dešimtmečio karta, turbūt ne kartą buvo užgauliojami tėvų dėl maištingo stiliaus.;Tie, kurie augo kartu su šešiasdešimtųjų karta, turbūt ne kartą buvo užgauliojami tėvų dėl maištingo stiliaus.; ;;internet;https://www.tv3.lt/naujiena/lietuva/kalbos-specialistai-pataria-sakykime-astuntojo-desimtmecio-mada-o-ne-70-uju-metu-n1098893;1.6504228115081787;1.6149907112121582;-0.03543210029602051;incorrect
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Literatūros istorikai dažnai analizuoja penktojo dešimtmečio kūrinius.;Literatūros istorikai dažnai analizuoja keturiasdešimtųjų kūrinius.; ;;ChatGPT;;1.6585972309112549;1.846580147743225;0.18798291683197021;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Kino kritikai prisimena šeštojo dešimtmečio režisierius.;Kino kritikai prisimena penkiasdešimtųjų režisierius.; ;;ChatGPT;;2.108215570449829;2.5870413780212402;0.47882580757141113;correct
;3;Use of Forms;19;5.3 Ordinal numerals that denote decades;1;5.3.1 The pronominal forms (the forms with possessive endings) of ordinal numerals that denote decades are not to be used to indicate decades.;1;;Politikos apžvalgininkai lygina aštuntojo dešimtmečio sprendimus su dabartimi.;Politikos apžvalgininkai lygina septyniasdešimtųjų sprendimus su dabartimi.; ;;ChatGPT;;1.9288690090179443;1.9873610734939575;0.058492064476013184;correct
