sentence_number;phenomenon_type_number;phenomenon_type;linguistic_phenomenon_number;linguistic_phenomenon;error_name_number;error_name;problem_source_number;problem_source;correct_sentence;incorrect_sentence;note_exception;note;origin_of_the_sentence;search_source;goldfish-models_lit_latn_10mb_correct_nll;goldfish-models_lit_latn_10mb_incorrect_nll;goldfish-models_lit_latn_10mb_certainty;goldfish-models_lit_latn_10mb_decision
272.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;5;prie progos;Progai pasitaikius aplankykite šią parodą.;Prie progos aplankykite šią parodą.; ;;vlkk;;6.988436698913574;6.361767768859863;-0.6266689300537109;incorrect
273.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Sunku dirbti tokiomis sąlygomis.;Sunku dirbti prie tokių sąlygų.; ;Changed 'esamų' to 'tokių'.;vlkk;;5.586838722229004;5.794423580169678;0.20758485794067383;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;6;prie (kokių) sąlygų;Susidarius nepalankioms oro sąlygoms, renginys gali būti atšauktas.;Prie nepalankių oro sąlygų renginys gali būti atšauktas.; ;;ChatGPT;;5.991715431213379;5.659000396728516;-0.3327150344848633;incorrect
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;3;prie ligos;Sergant sunkiomis ligomis, pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.;Prie sunkių ligų pacientams rekomenduojama visiška ramybė ir nuolatinė priežiūra.; ;;ChatGPT;;6.149595260620117;6.894769191741943;0.7451739311218262;correct
;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;1;prie (kokių) aplinkybių;Susidarius kritinėms aplinkybėms, policija turėjo imtis papildomų saugumo priemonių.;Prie kritinių aplinkybių policija turėjo imtis papildomų saugumo priemonių.; ;;ChatGPT;;6.308863639831543;6.156360149383545;-0.15250349044799805;incorrect
274.0;2;Use of Prepositions;14;4.8 Prie;1;4.8.1 Prie should not be used  to express conditions of an action in certain phrases.;7;prie (kokios) temperatūros;Aukštoje temperatūroje ši medžiaga lydosi.;Prie aukštos temperatūros ši medžiaga lydosi.; ;;vlkk;;6.909817218780518;6.931488513946533;0.021671295166015625;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Reagentai maišomi proporcija vienas su keturiais.;Reagentai maišomi proporcija vienas prie keturių.; ;;ChatGPT;;6.557009220123291;7.3197479248046875;0.7627387046813965;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Valiuta konvertuojama kursu trys į penkis.;Valiuta konvertuojama kursu trys prie penkių.; ;;ChatGPT;;8.175027847290039;8.17880916595459;0.0037813186645507812;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sudedamosios dalys sumaišomos santykiu trys su septyniais.;Sudedamosios dalys sumaišomos santykiu trys prie septynių.; ;;ChatGPT;;5.920929431915283;6.002512454986572;0.08158302307128906;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tirpalo dalys sujungiamos proporcija keturi su vienuolika.;Tirpalo dalys sujungiamos proporcija keturi prie vienuolikos.; ;;ChatGPT;;6.22476053237915;6.5915422439575195;0.36678171157836914;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Sultys paruoštos maišant koncentratą santykiu vienas su dešimt.;Sultys paruoštos maišant koncentratą santykiu vienas prie dešimties.; ;;ChatGPT;;8.000765800476074;7.888721942901611;-0.11204385757446289;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt su vienu.;Studentų ir dėstytojų skaičius universitete yra santykiu dvidešimt prie vieno.; ;;ChatGPT;;7.021337032318115;7.014024257659912;-0.007312774658203125;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Produktai maišomi dalimis penki su septyniais, kad gautųsi tinkama tekstūra.;Produktai maišomi dalimis penki prie septynių, kad gautųsi tinkama tekstūra.; ;;ChatGPT;;7.550431251525879;7.470024585723877;-0.08040666580200195;incorrect
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Naujas valiutos kursas nustatytas santykiu vienas su aštuoniais.;Naujas valiutos kursas nustatytas santykiu vienas prie aštuonių.; ;;ChatGPT;;6.700741767883301;6.7287678718566895;0.028026103973388672;correct
;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi su šešiais.;Tyrime gauta duomenų imtis, kurioje vyrai ir moterys pasiskirstė santykiu keturi prie šešių.; ;;ChatGPT;;7.0915021896362305;7.465054035186768;0.3735518455505371;correct
275.0;2;Use of Prepositions;14;4.8 Prie;2;4.8.2 Prie should not be used to express exchange ratios/conversion rates.;1;;Pinigai bus keičiami santykiu vienas už šimtą.;Pinigai bus keičiami santykiu vienas prie šimto.; ;;vlkk;;7.053448677062988;6.349093437194824;-0.7043552398681641;incorrect
276.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Teko atsiprašyti draugą.;Teko atsiprašyti prieš draugą.; ;;vlkk;;8.62020206451416;7.57361364364624;-1.04658842086792;incorrect
277.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Kaktusai atsparūs sausroms.;Kaktusai atsparūs prieš sausras.; ;;vlkk;;6.861604690551758;6.657980442047119;-0.20362424850463867;incorrect
278.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Ginsimės nuo visų, kurie mus puls.;Ginsimės prieš visus, kurie mus puls.; ;;vlkk;;6.038629531860352;6.1441969871521;0.10556745529174805;correct
279.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis ilgai jautė neapykantą tikram broliui.;Jis ilgai jautė neapykantą prieš tikrą brolį.; ;;vlkk;;7.7164435386657715;7.389195919036865;-0.32724761962890625;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;1;atsiprašyti (prieš ką);Vaikai atsiprašo mokytojos, kad triukšmavo per pamoką.;Vaikai atsiprašo prieš mokytoją, kad triukšmavo per pamoką.; ;;ChatGPT;;6.952007293701172;6.8041486740112305;-0.1478586196899414;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;2;atsparus (prieš ką);Ši medžiaga atspari rūdims.;Ši medžiaga atspari prieš rūdis.; ;;ChatGPT;;5.911172866821289;6.123884201049805;0.21271133422851562;correct
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;3;gintis (prieš ką);Sportininkas gynėsi nuo stipraus varžovo smūgių.;Sportininkas gynėsi prieš stipraus varžovo smūgius.; ;;ChatGPT;;6.435070991516113;6.227323055267334;-0.2077479362487793;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą jam.;Pamilusi vokiečių riterį Kelerį kunigaikštytė atstumia Skirgailą ir jaučia neapykantą prieš jį.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;7.328885078430176;7.109992027282715;-0.21889305114746094;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;4;neapykanta (prieš ką);Jis jautė neapykantą savo buvusiai vadovei.;Jis jautė neapykantą prieš savo buvusią vadovę.; ;;ChatGPT;;6.419905185699463;6.0015950202941895;-0.41831016540527344;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Mažvydui buvo svarbesnė pareiga tėvynei negu tikėjimui.;Mažvydui buvo svarbesnė pareiga prieš tėvynę negu prieš tikėjimą.; ;;internet;https://www.kurstoti.lt/s/13594/dazniausios-sintakses-sakiniu-sandaros-klaidos-abiturientu-vbe-rasiniuose;7.280638217926025;7.011796951293945;-0.2688412666320801;incorrect
;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jis jaučia pareigą savo šeimai ir bendruomenei.;Jis jaučia pareigą prieš savo šeimą ir bendruomenę.; ;;ChatGPT;;6.203007698059082;5.9325456619262695;-0.2704620361328125;incorrect
280.0;2;Use of Prepositions;15;4.9 Prieš;1;4.9.1. Prieš should not be used to express the object of an action with certain words.;5;pareiga (prieš ką);Jaučia pareigą tėvams.;Jaučia pareigą prieš tėvus.; ;;vlkk;;8.354458808898926;8.12966537475586;-0.2247934341430664;incorrect
281.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Rezoliucijos projektą siūloma priimti kaip pagrindą.;Rezoliucijos projektą siūloma priimti už pagrindą.; ;;vlkk;;7.167889595031738;7.081590175628662;-0.08629941940307617;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Šis mokslinis tiriamasis darbas ir jo pagrindu paregta disertacija yra reikšmingas įnašas.;Šis mokslinis tiriamasis darbas ir už jo pagrindą paregta disertacija yra reikšmingas įnašas.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.927152156829834;6.879540920257568;-0.047611236572265625;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Žaidžiu Anykščių „Šarūno“ vyrų komandoje.;Žaidžiu už Anykščių „Šarūno“ vyrų komandą.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.26910400390625;6.298428058624268;0.029324054718017578;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Tiesa, juokų prikrėsdavome, ypač kai žaidėme Lietuvos rinktinėje.;Tiesa, juokų prikrėsdavome, ypač kai žaidėme už Lietuvos rinktinę.; ;;corpus;http://tekstynas.vdu.lt/tekstynas/search.all;6.153021335601807;6.149916172027588;-0.00310516357421875;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Komitetas siūlo šį dokumentą laikyti pagrindu tolesnėms deryboms.;Komitetas siūlo šį dokumentą laikyti už pagrindą tolesnėms deryboms.; ;;ChatGPT;;6.753506660461426;6.5235276222229;-0.2299790382385254;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ataskaitą rekomenduojama imti kaip pagrindą rengiant naujas gaires.;Ataskaitą rekomenduojama imti už pagrindą rengiant naujas gaires.; ;;ChatGPT;;7.515255928039551;7.511769771575928;-0.003486156463623047;incorrect
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;1;imti (laikyti) už pagrindą;Ekspertų išvadas siūloma naudoti kaip pagrindą kuriant metodiką.;Ekspertų išvadas siūloma naudoti už pagrindą kuriant metodiką.; ;;ChatGPT;;6.44068717956543;6.63099479675293;0.1903076171875;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jaunimo komandoje žaidžiau du sezonus, kol perėjau į profesionalų lygą.;Už jaunimo komandą žaidžiau du sezonus, kol perėjau į profesionalų lygą.; ;;ChatGPT;;5.649604797363281;5.992604732513428;0.3429999351501465;correct
;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Po traumos grįžęs sportininkas vėl žaidžia pagrindinėje miesto komandoje.;Po traumos grįžęs sportininkas vėl žaidžia už pagrindinę miesto komandą.; ;;ChatGPT;;7.3452630043029785;6.295344829559326;-1.0499181747436523;incorrect
282.0;2;Use of Prepositions;16;4.10 Už;1;4.10.1 Už should not be used in certain constructions.;2;žaisti už ... komandą;Jis žaidžia „Neptūno“ komandoje.;Jis žaidžia už „Neptūno“ komandą.; ;;vlkk;;4.89315938949585;5.000594139099121;0.10743474960327148;correct
283.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Architektė Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.;Architektas Žilienė šaldytuvą nutarė užkelti ant skalbimo mašinos.; ;Created a full sentence by looking at the corpus.;vlkk;;8.123730659484863;7.817675590515137;-0.30605506896972656;incorrect
284.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Advokatė Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.;Advokatas Butkutė pažado neištesėjo, todėl jis kreipėsi į STT.; ;Created a full sentence by looking at the corpus.;vlkk;;6.641860008239746;6.566263198852539;-0.07559680938720703;incorrect
285.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Direktorė Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.;Direktorius Vaitkuvienė vakar spaudos konferencijoje teigė, kad šia paslauga niekas nesinaudoja.; ;Created a full sentence by looking at the corpus.;vlkk;;6.846418380737305;7.0995097160339355;0.25309133529663086;correct
286.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Lygiai prieš metus profesorė Nakienė vedė ritmikos ir solfedžio seminarus.;Lygiai prieš metus profesorius Nakienė vedė ritmikos ir solfedžio seminarus. ; ;Created a full sentence by looking at the corpus.;vlkk;;7.427872657775879;7.594268798828125;0.1663961410522461;correct
287.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Kupiškyje lankėsi socialinės apsaugos ir darbo ministrė Rudienė.;Kupiškyje lankėsi socialinės apsaugos ir darbo ministras Rudienė.; ;Created a full sentence by looking at the corpus.;vlkk;;5.8312530517578125;5.730259895324707;-0.10099315643310547;incorrect
288.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Viršaitė Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.;Viršaitis Skuodytė šyptelėjo ir pradėjo aiškinti man nesuprantamus dalykus.; ;Created a full sentence by looking at the corpus.;vlkk;;6.899614334106445;6.909784317016602;0.01016998291015625;correct
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Literatūros kritikė Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.;Literatūros kritikas Ambraškaitė pristatė naują poezijos rinktinę ir aptarė šiuolaikinių autorių tendencijas.; ;;ChatGPT;;7.044284820556641;7.058382511138916;0.01409769058227539;correct
;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Klinikos vedėja Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.;Klinikos vedėjas Šimkutė pabrėžė, kad pacientų saugumas yra pagrindinis jų komandos prioritetas.; ;;ChatGPT;;6.418992042541504;6.462213039398193;0.04322099685668945;correct
289.0;3;Use of Forms;17;5.1 Gender forms;1;5.1.1 Masculine-gender noun forms are not to be used to refer to women when describing professions, positions, academic degrees.;1;;Absolventei Rutkutei įteiktas chemijos dėstytojo diplomas.;Absolventei Rutkutei įteiktas chemijos dėstytojos diplomas.;Mokslo vardams, laipsniams ir pan. apibūdinti vartojami vyriškosios giminės daiktavardžiai.; ADDED THE INCORRECT ONE, and it is actually incorrect. It is grammatical, but cannot be used.;vlkk;;7.507900714874268;6.808520317077637;-0.6993803977966309;incorrect
